member_id,imdb_title_id,role_name
780,tt0008489,actor
781,tt0008489,actor
782,tt0008489,actor
783,tt0008489,actor
784,tt0008489,actor
785,tt0008489,actor
786,tt0008489,actor
787,tt0008489,actor
788,tt0008489,actor
789,tt0008489,actor
790,tt0008489,actor
248,tt0008499,actor
791,tt0008499,actor
792,tt0008499,actor
793,tt0008499,actor
737,tt0008499,actor
794,tt0008499,actor
795,tt0008499,actor
173,tt0008499,actor
796,tt0008499,actor
797,tt0008499,actor
577,tt0008499,actor
593,tt0008499,actor
798,tt0008499,actor
248,tt0008519,actor
799,tt0008519,actor
575,tt0008519,actor
473,tt0008519,actor
793,tt0008519,actor
439,tt0008519,actor
800,tt0008519,actor
635,tt0008536,actor
765,tt0008536,actor
638,tt0008536,actor
801,tt0008536,actor
636,tt0008536,actor
324,tt0008634,actor
802,tt0008634,actor
803,tt0008634,actor
704,tt0008634,actor
804,tt0008634,actor
805,tt0008634,actor
447,tt0008634,actor
706,tt0008634,actor
502,tt0008652,actor
556,tt0008652,actor
734,tt0008652,actor
424,tt0008652,actor
806,tt0008652,actor
807,tt0008652,actor
228,tt0008652,actor
808,tt0008652,actor
809,tt0008652,actor
810,tt0008652,actor
811,tt0008652,actor
541,tt0008652,actor
812,tt0008652,actor
813,tt0008652,actor
581,tt0008663,actor
814,tt0008663,actor
815,tt0008663,actor
816,tt0008663,actor
581,tt0008672,actor
817,tt0008672,actor
582,tt0008672,actor
585,tt0008672,actor
818,tt0008672,actor
819,tt0008672,actor
820,tt0008672,actor
821,tt0008672,actor
822,tt0008672,actor
823,tt0008672,actor
824,tt0008672,actor
136,tt0008672,actor
825,tt0008672,actor
826,tt0008672,actor
827,tt0008672,actor
374,tt0008679,actor
417,tt0008679,actor
828,tt0008679,actor
829,tt0008679,actor
830,tt0008679,actor
831,tt0008679,actor
184,tt0008687,actor
832,tt0008687,actor
833,tt0008687,actor
472,tt0008687,actor
834,tt0008687,actor
835,tt0008687,actor
836,tt0008687,actor
837,tt0008687,actor
838,tt0008687,actor
839,tt0008710,actor
840,tt0008710,actor
841,tt0008710,actor
842,tt0008710,actor
843,tt0008710,actor
844,tt0008710,actor
684,tt0008710,actor
136,tt0008710,actor
817,tt0008710,actor
845,tt0008710,actor
846,tt0008710,actor
847,tt0008710,actor
585,tt0008710,actor
586,tt0008775,actor
848,tt0008775,actor
849,tt0008775,actor
850,tt0008775,actor
494,tt0008775,actor
248,tt0008827,actor
851,tt0008827,actor
852,tt0008827,actor
853,tt0008827,actor
743,tt0008827,actor
854,tt0008827,actor
855,tt0008827,actor
500,tt0008827,actor
856,tt0008843,actor
857,tt0008843,actor
858,tt0008843,actor
859,tt0008843,actor
380,tt0008843,actor
860,tt0008843,actor
861,tt0008843,actor
862,tt0008843,actor
863,tt0008843,actor
864,tt0008843,actor
865,tt0008843,actor
866,tt0008843,actor
52,tt0008854,actor
53,tt0008854,actor
54,tt0008854,actor
867,tt0008854,actor
868,tt0008854,actor
581,tt0008879,actor
815,tt0008879,actor
869,tt0008879,actor
840,tt0008879,actor
585,tt0008879,actor
136,tt0008879,actor
870,tt0008879,actor
871,tt0008879,actor
823,tt0008879,actor
872,tt0008879,actor
873,tt0008879,actor
874,tt0008879,actor
875,tt0008879,actor
821,tt0008879,actor
876,tt0008879,actor
877,tt0008891,actor
878,tt0008891,actor
879,tt0008891,actor
880,tt0008891,actor
881,tt0008891,actor
882,tt0008891,actor
883,tt0008891,actor
884,tt0008891,actor
885,tt0008891,actor
886,tt0008891,actor
887,tt0008891,actor
888,tt0008891,actor
889,tt0008891,actor
890,tt0008891,actor
891,tt0008891,actor
892,tt0008930,actor
498,tt0008930,actor
893,tt0008930,actor
894,tt0008930,actor
895,tt0008930,actor
896,tt0008930,actor
897,tt0008930,actor
52,tt0008950,actor
54,tt0008950,actor
898,tt0008950,actor
899,tt0008950,actor
900,tt0008950,actor
901,tt0008950,actor
868,tt0008950,actor
902,tt0008950,actor
903,tt0008950,actor
904,tt0008950,actor
62,tt0008950,actor
63,tt0008950,actor
905,tt0008950,actor
906,tt0008950,actor
907,tt0009014,actor
908,tt0009014,actor
750,tt0009014,actor
909,tt0009014,actor
910,tt0009014,actor
911,tt0009014,actor
54,tt0009062,actor
53,tt0009062,actor
63,tt0009062,actor
650,tt0009062,actor
912,tt0009062,actor
913,tt0009062,actor
914,tt0009062,actor
644,tt0009062,actor
554,tt0009086,actor
915,tt0009086,actor
916,tt0009086,actor
917,tt0009086,actor
918,tt0009086,actor
919,tt0009086,actor
920,tt0009086,actor
174,tt0009150,actor
179,tt0009150,actor
175,tt0009150,actor
921,tt0009150,actor
173,tt0009150,actor
922,tt0009150,actor
321,tt0009150,actor
740,tt0009150,actor
923,tt0009150,actor
924,tt0009150,actor
925,tt0009150,actor
926,tt0009150,actor
227,tt0009150,actor
927,tt0009150,actor
928,tt0009150,actor
324,tt0009153,actor
802,tt0009153,actor
929,tt0009153,actor
706,tt0009153,actor
930,tt0009153,actor
931,tt0009153,actor
932,tt0009153,actor
704,tt0009153,actor
248,tt0009241,actor
745,tt0009241,actor
933,tt0009241,actor
934,tt0009241,actor
935,tt0009241,actor
936,tt0009241,actor
937,tt0009241,actor
938,tt0009241,actor
939,tt0009241,actor
940,tt0009241,actor
941,tt0009241,actor
248,tt0009326,actor
733,tt0009326,actor
915,tt0009326,actor
575,tt0009326,actor
793,tt0009326,actor
934,tt0009326,actor
942,tt0009326,actor
943,tt0009326,actor
944,tt0009326,actor
611,tt0009326,actor
945,tt0009326,actor
946,tt0009326,actor
741,tt0009326,actor
947,tt0009356,actor
948,tt0009356,actor
949,tt0009356,actor
759,tt0009356,actor
950,tt0009356,actor
736,tt0009356,actor
376,tt0009369,actor
951,tt0009369,actor
952,tt0009369,actor
953,tt0009369,actor
954,tt0009369,actor
955,tt0009369,actor
956,tt0009369,actor
461,tt0009369,actor
799,tt0009440,actor
812,tt0009440,actor
957,tt0009440,actor
958,tt0009440,actor
733,tt0009440,actor
792,tt0009440,actor
959,tt0009440,actor
960,tt0009440,actor
542,tt0009440,actor
961,tt0009440,actor
